Division,Placement,Skipper,Team,Total Score
A,1,none,University of South Florida,10
A,2,none,Eckerd College,17
A,3,none,University of Miami,18
A,4,none,Florida Institute of Technology,20
A,5,none,Embry-Riddle University,22
A,6,none,New College of Florida,25
A,7,none,University of Florida,32
A,8,Benjamin Getchell '16,Rollins College,36
