Division,Placement,Skipper,Team,Total Score
B,1,Maximiliano Agnese '17,Boston College,71
B,2,Chanel Miller '14,University of Rhode Island,72
B,3,Christopher Price '14,Dartmouth College,84
B,4,Henry Vogel '15,Roger Williams University,84
B,5,Willem Sandberg '14,Tufts University,97
B,6,Nate Jermain '15,University of Vermont,137
B,7,Bradley Milliken '14,U. S. Coast Guard Academy,141
B,8,Brendan Cook '16,Boston University,144
B,9,Chris Aitken '15,Providence College,145
B,10,Richard Bergsund '15,Harvard University,145
B,11,Max Nickbarg '14,Yale University,145
B,12,Conor Lodge '14,Northeastern University,146
B,13,Laura Dunphy '15,Massachusetts Institute of Technology,156
B,14,Peter Edmunds '14,Bowdoin College,158
B,15,Timothy Harding '15,Brown University,196
B,16,Genevieve Marquardt '15,Salve Regina University,204
B,17,Michael Rottier '15,University of Connecticut,209
B,18,William Dykes '15,University of New Hampshire,231
