Division,Placement,Skipper,Team,Total Score
B,1,Claire Dennis '13,Yale University,36
B,2,Chandler Salisbury '13,Dartmouth College,54
B,3,Johanna Kincaid '15,Brown University,65
B,4,Megan Yeigh '16,University of Vermont,69
B,5,Erin Mullins '16,Bowdoin College,84
B,6,Devon Rohde '15,U. S. Coast Guard Academy,100
B,7,Caitlin Watson '14,Harvard University,104
B,8,Hanna Vincent '14,Massachusetts Institute of Technology,109
B,9,Kate Levinson '15,Tufts University,115
B,10,Alexandra Romagnoli '15,Connecticut College,129
B,11,Kaitlyn Norton '15,University of Rhode Island,133
B,12,Sara Swanson '16,Roger Williams University,134
B,13,Heidi Hood '16,Northeastern University,142
B,14,Katelyn Richerts '16,Boston University,212
B,15,none,Wellesley College,224
