Division,Placement,Skipper,Team,Total Score
A,1,Samuel Ingham '11,U. S. Coast Guard Academy,72
A,2,Alex Cook '13,Boston College,77
A,3,Jonathan Duffett '11,U. S. Coast Guard Academy,92
A,4,Drew Shea '14,Brown University,99
A,5,Peter Miller '13,Connecticut College,115
A,6,David Liebenberg '14,Tufts University,116
A,7,Benjamin Bainbridge '12,Connecticut College,134
A,8,Quentin Chafee '11,University of Vermont,147
A,9,Josh Saltmarsh '11,Roger Williams University,152
A,10,Bradley Milliken '14,U. S. Coast Guard Academy,152
A,11,Nikolas Osvalds '11,Brown University,153
A,12,Sean Andrew '11,University of Connecticut,163
A,13,Kevin Martland '14,Connecticut College,163
A,14,Rob Struckett '12,Yale University,171
A,15,Ryan White '11,Northeastern University,179
A,16,Nicholas Dragone '14,Middlebury College,240
A,17,David Pierce '12,Bates College,252
A,18,Christopher Hulse '12,Maine Maritime Academy,260
