Division,Placement,Skipper,Team,Total Score
B,1,Alec Anderson '13,Roger Williams University,36
B,2,John Stokes '11,Harvard University,62
B,3,Amy Hawkins '12,University of Rhode Island,64
B,4,Tommy Fink '13,Brown University,67
B,5,Taylor Canfield '11,Boston College,86
B,6,Andrew Sommer '13,Massachusetts Institute of Technology,93
B,7,Kevin Martland '14,Connecticut College,96
B,8,Johnny Norfleet '13,University of Vermont,97
B,9,Matthew Wefer '14,Dartmouth College,105
B,10,Christopher Segerblom '14,Yale University,110
B,11,Patrick Clancy '10,Salve Regina University,111
B,12,Massimo Soriano '12,Tufts University,120
B,13,Daniel Perkins '11,Boston University,127
B,14,D.J. Hatch '11,Bowdoin College,149
B,15,Jonathan Duffett '11,U. S. Coast Guard Academy,154
B,16,Mike Bloomstine '13,Providence College,182
B,17,Tommy Holmberg '13,Bates College,189
B,18,John Giuliano '11,University of Connecticut,195
