Division,Placement,Skipper,Team,Total Score
B,1,Kelly Crane '11,Hobart and William Smith Colleges,27
B,2,Morgan Wilson '11,Old Dominion University,32
B,3,Mayumi Roller '13,St. Mary's College of Maryland,34
B,4,Amanda Taselaar '14,Georgetown University,60
B,5,Killian Corbishley '14,U. S. Naval Academy,69
B,6,Christina Johns '13,University of Pennsylvania,85
B,7,Mia Cooper '14,Fordham University,86
B,8,Hillary Paulsen '13,Cornell University,86
B,9,Irene Jacqz '13,Columbia University,91
B,10,Kathleen Hilton '12,George Washington University,98
B,11,Maggy Ashton '14,U. S. Merchant Marine Academy,131
B,12,Julia Faiella '14,Salisbury University,137
