Division,Placement,Skipper,Team,Total Score
A,1,Samuel Ingham '11,U. S. Coast Guard Academy,31
A,2,Erik Bowers '12,College of Charleston,38
A,3,Joseph Kutschenreuter '12,University of Wisconsin,63
A,4,Max Famiglietti '13,University of Florida,67
A,5,Sydney Bolger '12,Georgetown University,70
A,6,Stephanie Roble '11,Old Dominion University,72
A,7,Ian Liberty '14,St. Mary's College of Maryland,74
A,8,Jason Carminati '12,U. S. Naval Academy,76
A,9,Willie McBride '12,University of California at Santa Barbara,83
A,10,Matthew Carmody '11,University of Rhode Island,100
A,11,none,Eckerd College,101
A,12,Harrison Cabiness '12,Clemson University,120
A,13,Andrew Battigaglia '12,Georgia Tech,127
A,14,Sam Fitzgerald '14,Washington College,134
