Division,Placement,Skipper,Team,Total Score
B,1,Kelly Crane '11,Hobart and William Smith Colleges,35
B,2,Chanel Miller '14,University of Rhode Island,40
B,3,Marlena Fauer '14,Yale University,44
B,4,Jennifer Adler '11,Brown University,45
B,5,Morgan Russom '14,Harvard University,49
B,6,Mayumi Roller '13,St. Mary's College of Maryland,49
B,7,Maggie Shea '11,Connecticut College,49
B,8,Morgan Wilson '11,Old Dominion University,52
B,9,Jennifer Proctor '11,U. S. Coast Guard Academy,53
B,10,Sarah Mace '14,Stanford University,66
B,11,Rachael Silverstein '11,University of South Florida,68
B,12,Nancy Hagood '14,Georgetown University,74
B,13,Charlotte Dorris '11,Eckerd College,81
B,14,Grace Lucas '14,College of Charleston,84
B,15,Emily Maxwell '11,Boston College,85
B,16,Adelaide Davis '13,University of Wisconsin,99
B,17,Ashley Vincent '12,Western Washington University,110
B,18,Mary Duncan '11,Tulane University,112
