Division,Placement,Skipper,Team,Total Score
B,1,Michael Russom '13,University of Pennsylvania,35
B,2,Bo McClatchy '13,Dartmouth College,38
B,3,Weston Barlow '11,University of Rhode Island,57
B,4,Cecilia Strombeck '11,Brown University,57
B,5,Dan Crouch Crouch '12,SUNY Maritime College,58
B,6,Joseph Turchiano '11,Fordham University,60
B,7,Arielle DeLisser '14,Hobart and William Smith Colleges,66
B,8,Nick Aswad '11,U. S. Merchant Marine Academy,67
B,9,Willem Sandberg '14,Tufts University,68
B,10,James Rohman '13,Bowdoin College,71
B,11,Melissa Bermudez '12,Columbia University,74
B,12,Connor Timmins '14,U. S. Naval Academy,79
B,13,none,Cornell University,83
B,14,William Howard '14,U. S. Coast Guard Academy,92
B,15,Hussain Patel '13,George Washington University,102
B,16,Christian Geary '14,Stevens Institute of Technology,115
B,17,Jason Sinclair '13,Drexel University,122
B,18,Phillip Weigand '13,U. S. Military Academy,144
B,19,Patrick Stege '14,Syracuse University,146
B,20,Elizabeth Smith '14,Princeton University,148
