Division,Placement,Skipper,Team,Total Score
A,1,Peter Johns '12,Georgetown University,28
A,2,Mayumi Roller '13,St. Mary's College of Maryland,42
A,3,Linda Codega '13,University of Virginia,48
A,4,Zach Runci '13,Old Dominion University,48
A,5,Randall Hartranft '12,SUNY Maritime College,68
A,6,William Ricketson '11,George Washington University,68
A,7,Alejandro Ravelo '11,U. S. Naval Academy,71
A,8,Andrew Shoemaker '15,Hampton University,97
A,9,Russell Cramer '11,University of Maryland,105
A,10,Maxwell Plarr '11,Christopher Newport University,127
A,11,Kyle Miller '11,Salisbury University,135
A,12,Paul Luisi '11,Monmouth University,135
A,13,John O'Riordan '12,Fordham University,137
A,14,Andrew Bryan '13,William and Mary,157
A,15,Trevor Nederlof '11,Drexel University,176
A,16,Eleanor Elbert '12,Princeton University,180
