Division,Placement,Skipper,Team,Total Score
A,1,Charlie Buckingham '11,Georgetown University,81
A,2,Michael Menninger '11,St. Mary's College of Maryland,90
A,3,Tyler Sinks '11,Boston College,95
A,4,David Thompson '11,Hobart and William Smith Colleges,95
A,5,Cy Thompson '11,Roger Williams University,108
A,6,Alan Palmer '11,Harvard University,115
A,7,Jackson Benvenutti '11,College of Charleston,119
A,8,Fred Strammer '11,Brown University,131
A,9,Zachary Marks '11,University of South Florida,132
A,10,Joseph Morris '12,Yale University,133
A,11,Robert Vann '11,U. S. Naval Academy,137
A,12,Nicholas Voss '12,University of Miami,138
A,13,Stephanie Roble '11,Old Dominion University,152
A,14,Matthew Carmody '11,University of Rhode Island,152
A,15,Mateo Vargas '14,Stanford University,158
A,16,Hidde Van Der Molen '14,Eckerd College,165
A,17,William Haeger '14,Tufts University,193
A,18,Peter Miller '13,Connecticut College,201
