Division,Placement,Skipper,Team,Total Score
A,1,Timothy Zacher '13,Hobart and William Smith Colleges,5
A,2,Patrick Kana '12,Hobart and William Smith Colleges,7
A,3,Evan Siepert '13,U. S. Merchant Marine Academy,9
A,4,Matthew Schoene '15,SUNY Maritime College,9
A,5,Alison Love '11,Cornell University,17
A,6,Jacob Romanowsky '14,University of Rochester,20
A,7,Robert Handler '13,University of Buffalo,21
A,8,Philip Oasis '13,Princeton University,30
A,9,Roy Ingham '13,Rochester Institute of Technology,32
A,10,Matthew Winter '14,Fordham University,32
A,11,John Koehler '13,Columbia University,32
A,12,David Geer '13,U. S. Military Academy,38
A,13,Lilian Neville '12,Rensselaer Polytechnic Institute,39
A,14,Jennifer Mislinski '11,Drexel University,39
A,15,none,Hamilton College,51
A,16,none,Skidmore College,51
