Division,Placement,Skipper,Team,Total Score
A,1,Wells Bacon '11,Connecticut College,40
A,2,Patrick Clancy '10,Salve Regina University,42
A,3,Massimo Soriano '12,Tufts University,43
A,4,Peter Pellegrini '12,Salve Regina University,55
A,5,Nikolas Osvalds '11,Brown University,57
A,6,Weston Barlow '11,University of Rhode Island,70
A,7,Christopher Poole '13,Maine Maritime Academy,76
A,8,Tevis Nichols '12,Massachusetts Institute of Technology,98
A,9,Ryan White '11,Northeastern University,99
A,10,Sarah Fiske '13,Bowdoin College,107
A,11,Nicholas Dragone '14,Middlebury College,112
A,12,Jared Dunn '13,Brandeis University,140
