Division,Placement,Skipper,Team,Total Score
A,1,Cy Thompson '11,Roger Williams University,39
A,2,Fred Strammer '11,Brown University,50
A,3,Tyler Sinks '11,Boston College,52
A,4,William Haeger '14,Tufts University,74
A,5,Alan Palmer '11,Harvard University,82
A,6,Ben Greenfield '11,Boston University,93
A,7,Samuel Ingham '11,U. S. Coast Guard Academy,94
A,8,Joseph Morris '12,Yale University,102
A,9,Matthew Carmody '11,University of Rhode Island,106
A,10,Peter Miller '13,Connecticut College,118
A,11,Sam Williams '12,Dartmouth College,130
A,12,Viktor Bolmgren '11,Bowdoin College,133
A,13,Coleman Bowen '11,University of Vermont,135
A,14,Eamon Glackin '12,Massachusetts Institute of Technology,142
A,15,Ian Sutherland '12,Providence College,154
A,16,Peter Pellegrini '12,Salve Regina University,154
A,17,Sean Andrew '11,University of Connecticut,193
A,18,David Pierce '12,Bates College,203
