Division,Placement,Skipper,Team,Total Score
B,1,Brendan Kopp '12,Harvard University,84
B,2,Kevin Martland '14,Connecticut College,93
B,3,Alex Cook '13,Boston College,109
B,4,Andrew Sommer '13,Massachusetts Institute of Technology,114
B,5,Colin Smith '13,Brown University,122
B,6,George Kutschenreuter '15,University of Wisconsin,126
B,7,Massimo Soriano '12,Tufts University,136
B,8,Ryan Hughes '13,University of Rhode Island,150
B,9,Daniel Perkins '11,Boston University,175
B,10,SEAN Ross '12,University of South Florida,180
B,11,Timothy Zacher '13,Hobart and William Smith Colleges,182
B,12,Bradley Milliken '14,U. S. Coast Guard Academy,197
B,13,Marlena Fauer '14,Yale University,217
B,14,Ryan Sullivan '12,University of California at Santa Barbara,221
B,15,Alexandra Arntsen '12,University of Vermont,234
B,16,Mildred Conroy '12,Washington College,239
B,17,Joseph Turchiano '11,Fordham University,264
B,18,Meredith Carroll '11,George Washington University,267
B,19,Mackenzie Milne '13,Tulane University,314
