Division,Placement,Skipper,Team,Total Score
B,1,Gregory Dair '14,California State University Channel Islands,36
B,2,Cameron Hutcheson '14,University of Southern California,40
B,3,none,University of California at Irvine,57
B,4,Molly McKinney '14,Stanford University,58
B,5,Shane Young '14,California State University Long Beach,63
B,6,Mallory Schluter '14,University of Southern California,64
B,7,Cameron Walsh '13,University of California at Santa Barbara,64
B,8,Oscar Jasklowski '11,University of California at Los Angeles,64
B,9,Tally Buckstaff '14,Stanford University,66
B,10,Dillon Lancaster '14,California Maritime Academy,93
B,11,Dane Butera '12,Chapman University,93
B,12,William Edwards '12,University of California at Los Angeles,100
B,13,JOHN CONNOR BATHEN '14,Santa Clara University,106
B,14,Elizabeth Thome '11,University of California at Davis,112
B,15,Joshua Goldberg '14,University of California at Berkeley,117
B,16,Thomas Preston '12,University of California at Santa Barbara,125
B,17,Zachary Haney '11,California State University Monterey Bay,131
B,18,Alex Waldron '13,Western Washington University,131
B,19,none,University of California at San Diego,139
B,20,Casey Pruitt '13,Western Washington University,146
B,21,Ashley Vincent '12,Western Washington University,149
B,22,none,University of California at Los Angeles,151
B,23,Marissa Paulling '11,University of Oregon,167
B,24,Catherine Bevens '14,Chapman University,185
B,25,Ryan Lee '12,University of California at Davis,194
B,26,Nevin Garcia '12,California Maritime Academy,203
B,27,none,University of California at San Diego,205
B,28,Ashley Eberhard '11,California State University Monterey Bay,206
B,29,Macy Stout '13,Cal Poly University S.L.O.,218
