Division,Placement,Skipper,Team,Total Score
B,1,Ryan Mullins '13,Boston College,19
B,2,Joseph Kelleher '12,University of Vermont,28
B,3,Sam Millham '13,Harvard University,42
B,4,Jeff Goodrich '12,Bowdoin College,49
B,5,Thomas Presti '13,University of Connecticut,57
B,6,Kevin Walsh '13,Northeastern University,58
B,7,Lucas Campbell '13,Maine Maritime Academy,72
B,8,Tom McKenzie '13,Salve Regina University,89
B,9,Orhan Gazelle '11 *,Trinity College,95
B,10,Gabrielle Heine '12 *,McGill University,100
B,11,Noah Aschen '13,Brandeis University,119
