Division,Placement,Skipper,Team,Total Score
A,1,Christopher Vetter '10 *,University of Southern California,50
A,2,Samuel Harrison '12,Santa Clara University,66
A,3,Nick Dugdale '12,Stanford University,66
A,4,Eric Alamillo '13,University of California at San Diego,92
A,5,Jack Porter '11,University of California at Irvine,99
A,6,Zachary Hester '10,University of Hawaii,103
A,7,Nicholas Kaschak '12,University of California at Santa Barbara,104
A,8,Michael Lazzaro '12,University of California at Davis,112
A,9,Cody Shevitz '12,University of California at Berkeley,118
A,10,Mark Anders '10,University of California at Los Angeles,120
A,11,Patrick Maher '10 *,Cal Poly University S.L.O.,131
