Division,Placement,Skipper,Team,Total Score
A,1,Cy Thompson '11,Roger Williams University,41
A,2,Thomas Barrows '10 *,Yale University,43
A,3,Michael Menninger '11,St. Mary's College of Maryland,53
A,4,Alan Palmer '11,Harvard University,56
A,5,Shawn Murray '12,SUNY Maritime College,56
A,6,Stephanie Roble '11,Old Dominion University,58
A,7,Torey Pellegrini '10 *,Salve Regina University,67
A,8,Samuel Blouin '12,Hobart and William Smith Colleges,72
A,9,Andrew Keane '10 *,Eckerd College,82
A,10,Nick Dugdale '12,Stanford University,93
A,11,David Hernandez '12,University of Miami,104
A,12,Glen Stellmacher '11,University of Washington,108
A,13,Jack Porter '11,University of California at Irvine,127
A,14,Chris Raff '11,Tulane University,132
A,15,Scott Proctor '11,University of Texas,144
A,16,Tim O'Brien '10 *,University of Notre Dame,153
A,17,Joe Lund '14,University of Minnesota,153
A,18,Medora Sletten '10 *,University of Saint Thomas,168
