Division,Placement,Skipper,Team,Total Score
A,1,Michael Rush '10 *,Salve Regina University,20
A,2,Ian Donahue '12,Boston College,32
A,3,Jon Beery '10 *,University of Connecticut,49
A,4,Ryan Byrne '13,Harvard University,56
A,5,Alexandra Arntsen '12,University of Vermont,60
A,6,Tom Charpentier '10 *,Bowdoin College,62
A,7,Maarten Eenkema Van Dijk '14,Northeastern University,63
A,8,Christopher Hulse '12,Maine Maritime Academy,74
A,9,Jack Love '10 *,Trinity College,100
A,10,John Fonte '12,Brandeis University,101
A,11,Natalie Fohl '11,McGill University,109
