Division,Placement,Skipper,Team,Total Score
B,1,Sara Morgan Watters '10 *,St. Mary's College of Maryland,42
B,2,Shannon Heausler '10 *,College of Charleston,48
B,3,Margaret Tautz '12,Tufts University,62
B,4,Elizabeth Whipple '12,Connecticut College,66
B,5,Katrina Williams '10 *,Old Dominion University,89
B,6,Chandler Salisbury '13,Dartmouth College,91
B,7,Genoa Warner '12,Yale University,96
B,8,Hannah Burroughs '11,Stanford University,104
B,9,Emily Dellenbaugh '12,Brown University,106
B,10,Stephanie Hudson '13,Boston College,107
B,11,Lauren Burke '12,Georgetown University,107
B,12,Sara Burke '11,U. S. Naval Academy,112
B,13,Krysta Rohde '11,U. S. Coast Guard Academy,130
B,14,Kayla McComb '13,St. Mary's College of Maryland,138
B,15,Elizabeth Powers '10 *,Harvard University,141
B,16,Amanda Baker '12,University of Michigan,146
B,17,Sarah Yuskaitis '11,Hobart and William Smith Colleges,150
B,18,Jaclyn McLoughlin '10 *,University of Hawaii,150
