Division,Placement,Skipper,Team,Total Score
A,1,Thomas Barrows '10 *,Yale University,104
A,2,Michael Menninger '11,St. Mary's College of Maryland,110
A,3,Charlie Buckingham '11,Georgetown University,112
A,4,Clinton Hayes '10 *,University of Vermont,157
A,5,Juan Maegli '13,College of Charleston,158
A,6,Alan Palmer '11,Harvard University,162
A,7,Samuel Blouin '12,Hobart and William Smith Colleges,166
A,8,Joseph Blouin '10 *,Washington College,175
A,9,Nicholas Voss '12,University of Miami,176
A,10,Solomon Tarlin '17,Boston University,179
A,11,Robert Vann '11,U. S. Naval Academy,185
A,12,Jeff Knowles '10 *,Brown University,198
A,13,Torey Pellegrini '10 *,Salve Regina University,222
A,14,Tomas Hornos '10 *,Tufts University,238
A,15,Britton Steele '12,University of South Florida,240
A,16,Shawn Murray '12,SUNY Maritime College,248
A,17,Thomas O'Bryan '10 *,Old Dominion University,276
A,18,Joseph Kutschenreuter '12,University of Wisconsin,285
A,19,Peter Stemler '10 *,Stanford University,293
A,20,Glen Stellmacher '11,University of Washington,307
