Division,Placement,Skipper,Team,Total Score
A,1,Gordon Wolcott '13,University of Virginia,41
A,2,Sam Padnos '11,Hobart and William Smith Colleges,50
A,3,Ike Babbitt '11,Hobart and William Smith Colleges,76
A,4,Ian Holtzworth '13,U. S. Merchant Marine Academy,80
A,5,Hugh McBride '10 *,Georgetown University,85
A,6,Nathaniel Sabatt '11,U. S. Naval Academy,95
A,7,Alexander Sachs '12,Fordham University,96
A,8,Gordon Lamphere '12,St. Mary's College of Maryland,98
A,9,James Allsopp '11,U. S. Naval Academy,100
A,10,Amanda Johnson '11,University of Pennsylvania,115
A,11,Daniel Eichler '13,Georgetown University,119
A,12,Tristan Berne '12,Georgetown University,128
A,13,Ainsley Thomson '13,St. Mary's College of Maryland,136
A,14,Chris Kennedy '11,University of Virginia,141
A,15,Evan Siepert '13,U. S. Merchant Marine Academy,142
A,16,Phil Greene '12,Georgetown University,165
A,17,William Pilling '11,University of Pennsylvania,190
A,18,John O'Riordan '12,Fordham University,196
