Division,Placement,Skipper,Team,Total Score
A,1,Hannah Tuson-Turner '11,University of Hawaii,44
A,2,Eliza Richartz '13,Stanford University,49
A,3,Kelsey Rupp '12,University of Southern California,64
A,4,Keely Scates '12,University of California at Santa Barbara,67
A,5,Carmen Bozina '11,University of California at Los Angeles,88
A,6,Ashley Hobson '13,University of California at Irvine,90
A,7,Lauren Amery '12,University of California at Berkeley,111
A,8,Elizabeth Nihill '11,Chapman University,146
A,9,Janet Rumsey '13,California State University Monterey Bay,152
