Division,Placement,Skipper,Team,Total Score
A,1,Ryan Mullins '13,Boston College,32
A,2,Daniel Perkins '11,Boston University,48
A,3,Connor Aswad '12 *,University of Vermont,56
A,4,Charles Bernstein '12,Massachusetts Institute of Technology,63
A,5,Eric Schwarm '13,Roger Williams University,76
A,6,Colin Santangelo '11,Harvard University,82
A,7,Owen Richardson '10 *,Tufts University,91
A,8,Jeff Goodrich '12,Bowdoin College,100
A,9,Alden Winder '12,University of Vermont,103
A,10,Tevis Nichols '12,Massachusetts Institute of Technology,111
A,11,Emerson Krock '12,McGill University,141
A,12,Christopher Edwards '11,University of New Hampshire,142
A,13,Tucker Givose '?? *,Endicott College,187
A,14,none,University of Massachusetts at Boston,200
A,15,Anna Morton '13,Wellesley College,212
A,16,none,University of Southern Maine,218
