Division,Placement,Skipper,Team,Total Score
A,1,Joseph Kutschenreuter '12,University of Wisconsin,27
A,2,Joe Lund '14,University of Minnesota,42
A,3,Michael Cornew '13,Northwestern University,46
A,4,Brandon Wilson '10 *,University of Saint Thomas,53
A,5,Tim O'Brien '10 *,University of Notre Dame,63
A,6,Sammy Barbour '12,University of Michigan,80
A,7,Greg Adams '12,University of Wisconsin Milwaukee,86
A,8,Charlie Trost '12,Western Michigan University,93
A,9,Megan Dawson '13,University of Illinois,97
A,10,Anthony Julian '11,Ohio State University,104
A,11,Miles Lubin '11 *,University of Chicago,125
A,12,Steven Catlin '11,Marquette University,127
A,13,Blair Cathcart '10 *,Denison University,151
