Division,Placement,Skipper,Team,Total Score
A,1,Elizabeth Barry '11,Brown University,72
A,2,Sara Morgan Watters '10 *,St. Mary's College of Maryland,76
A,3,Rebecca Dellenbaugh '10 *,Dartmouth College,85
A,4,Anne Haeger '12,Boston College,86
A,5,Allison Blecher '10 *,College of Charleston,90
A,6,Claire Dennis '13,Yale University,116
A,7,Amy Hawkins '12,University of Rhode Island,118
A,8,Cara Vavolotis '10 *,Eckerd College,124
A,9,Emily Lambert '12,Harvard University,130
A,10,Maggie Shea '11,Connecticut College,135
A,11,Caroline Patten '11,Hobart and William Smith Colleges,141
A,12,Katrina Williams '10 *,Old Dominion University,148
A,13,Catherine Swanson '11,Tufts University,161
A,14,Amanda Johnson '11,University of Pennsylvania,167
A,15,Krysta Rohde '11,U. S. Coast Guard Academy,171
A,16,Rachael Silverstein '11,University of South Florida,182
A,17,Kimberly Kaull '13,University of Vermont,182
A,18,Jamie Curran '11,Massachusetts Institute of Technology,211
