Division,Placement,Skipper,Team,Total Score
B,1,Joseph Kelleher '12,University of Vermont,21
B,2,Kenneth Layton '10 *,University of Vermont,33
B,3,Lyle Fielding '12,University of Rhode Island,33
B,4,Tripp Cashel '11,Boston University,37
B,5,Kevin Cassidy '11,Providence College,47
B,6,John Work '12,Tufts University,49
B,7,Tommy Holmberg '13,Bates College,53
B,8,Steven Drapcho '13,Massachusetts Institute of Technology,55
B,9,Nathan Stevens '11,Yale University,67
B,10,Sam Millham '13,Harvard University,69
B,11,Bryant Dunn '13,Northeastern University,70
B,12,Jared Dunn '13,Brandeis University,96
B,13,Santiago Enrique '13,Massachusetts Maritime Academy,98
