Division,Placement,Skipper,Team,Total Score
B,1,Taylor Vann '13,U. S. Naval Academy,40
B,2,Andrew Mason '12,Georgetown University,43
B,3,Wick Dudley '12,St. Mary's College of Maryland,45
B,4,Krysta Rohde '11,U. S. Coast Guard Academy,54
B,5,Collin Leon '13,Old Dominion University,59
B,6,Alexandra Arntsen '12,University of Vermont,61
B,7,Scott Lubliner '13,SUNY Maritime College,63
B,8,Andrew Shoemaker '15,Hampton University,73
B,9,Meredith Carroll '11,George Washington University,86
B,10,Hillary Paulsen '13,Cornell University,112
B,11,Linda Codega '13,University of Virginia,115
B,12,Jennifer Mislinski '11,Drexel University,116
B,13,John O'Riordan '12,Fordham University,119
B,14,Jun Yu Huang '13,University of Maryland,136
B,15,Tyler Myers '11,Christopher Newport University,140
B,16,Jonathan Conway '12,William and Mary,140
B,17,Alex Wood '13,U. S. Merchant Marine Academy,145
B,18,Anthony Pappenfus '13,Princeton University,160
