Division,Placement,Skipper,Team,Total Score
A,1,Gordon Wolcott '13,University of Virginia,33
A,2,James Allsopp '11,U. S. Naval Academy,43
A,3,Michael Campbell '11,Georgetown University,45
A,4,Victor Diaz De Leon '14,St. Mary's College of Maryland,52
A,5,Zach Runci '13,Old Dominion University,58
A,6,Kimberly Kaull '13,University of Vermont,65
A,7,William Ricketson '11,George Washington University,76
A,8,Ian Oviatt '10 *,U. S. Coast Guard Academy,81
A,9,Lauren Turner '13,Cornell University,90
A,10,Alexander Sachs '12,Fordham University,100
A,11,Shane Horsford '11,Hampton University,111
A,12,Jonathan Conway '12,William and Mary,121
A,13,Robert Boger '13,U. S. Merchant Marine Academy,124
A,14,Patrick Walker '13,SUNY Maritime College,131
A,15,Taylor Gray '10 *,Christopher Newport University,132
A,16,Andrew Bergan '10 *,Drexel University,138
A,17,Eleanor Elbert '12,Princeton University,148
A,18,Scott Gilson '11,University of Maryland,164
