Division,Placement,Skipper,Team,Total Score
B,1,Brendan Hannon '11,Columbia University,27
B,2,Philip Alley '12,Cornell University,29
B,3,Peter Soosalu '12,Queen's University,37
B,4,Michael Dinneen '11,Colgate University,49
B,5,Sean Murphy '13,Webb Institute,64
B,6,Michael Weigand '11,U. S. Military Academy,79
B,7,Nicholas Troche '11,University of Rochester,85
B,8,Ian Hunt '13,Rochester Institute of Technology,98
B,9,Jon Gambacorta '13,University of Buffalo,108
B,10,James McManus '13,Hamilton College,116
B,11,Alexandre Gareau '11,University of Ottawa,121
B,12,Kevin Petrikas '13,Rensselaer Polytechnic Institute,135
