Division,Placement,Skipper,Team,Total Score
A,1,Vincent Andrews '11,Cornell University,25
A,2,Scott Layton '11,Colgate University,39
A,3,Cameron Friedman '10 *,Columbia University,44
A,4,Nathan Fast '14,Webb Institute,52
A,5,Grant Goldberg '16,Queen's University,65
A,6,Geoff Williams '11,University of Rochester,70
A,7,Erik Olsen '10 *,U. S. Military Academy,89
A,8,Roy Ingham '13,Rochester Institute of Technology,101
A,9,Nick Ventrilla '12,University of Buffalo,107
A,10,Claire DesBrisay '13,University of Ottawa,114
A,11,Alexander Mattern '10 *,Rensselaer Polytechnic Institute,116
A,12,William McIvor '12,Hamilton College,123
