Division,Placement,Skipper,Team,Total Score
B,1,Taylor Canfield '11,Boston College,39
B,2,John Stokes '11,Harvard University,58
B,3,Jeff Knowles '10 *,Brown University,60
B,4,Allison Blecher '10 *,College of Charleston,63
B,5,Jesse Kirkland '10 *,St. Mary's College of Maryland,64
B,6,Austen Anderson '12,Hobart and William Smith Colleges,65
B,7,Martin Sterling '10 *,U. S. Naval Academy,72
B,8,Joseph Morris '12,Yale University,76
B,9,Patrick Clancy '10,Salve Regina University,86
B,10,Chris Barnard '13,Georgetown University,90
B,11,Alan Alkins '10 *,Old Dominion University,95
B,12,Sean Bouchard '12,Roger Williams University,98
B,13,Massimo Soriano '12,Tufts University,99
B,14,Coleman Bowen '11,University of Vermont,106
B,15,Daniel Liberty '12,U. S. Merchant Marine Academy,110
B,16,Ted Green '13,SUNY Maritime College,115
B,17,Peter Stemler '10 *,Stanford University,118
B,18,Will Stocke '13,University of South Florida,127
