Division,Placement,Skipper,Team,Total Score
B,1,Peter Stemler '10 *,Stanford University,36
B,2,Rex Cameron '12,University of California at Irvine,43
B,3,Stephen Lue '12,University of Southern California,67
B,4,William Petersen '11,University of Hawaii,68
B,5,Ryan Sullivan '12,University of California at Santa Barbara,71
B,6,Lindsay Grove '13,Santa Clara University,109
B,7,Oscar Jasklowski '11,University of California at Los Angeles,110
B,8,Ryan Lee '12,University of California at Davis,133
B,9,Aubrey Toole '12,University of California at Berkeley,134
B,10,Yan Rui Goheen '17,University of California at San Diego,140
B,11,Thomas Maher '12,Cal Poly University S.L.O.,145
