Division,Placement,Skipper,Team,Total Score
A,1,Colin Smith '13,Brown University,17
A,2,Mark Towill '11,Brown University,32
A,3,James Altreuter '11,Tufts University,54
A,4,T. Max Bulger '13,Tufts University,60
A,5,John Vrolyk '10 *,Yale University,67
A,6,Rebecca Jackson '10 *,Yale University,71
A,7,Genoa Warner '12,Yale University,71
A,8,Thomas Chronert '13,U. S. Coast Guard Academy,74
A,9,Max Rollins '12,Connecticut College,80
A,10,Brendan Heussler '12,Connecticut College,82
A,11,Brennen Drysdale '11,University of Rhode Island,92
A,12,Jacob Tronaas '12,U. S. Coast Guard Academy,99
A,13,Nathan Stevens '11,Yale University,125
A,14,Douglas Young '12,University of Rhode Island,133
A,15,Amanda Keshian '13 *,Bentley University,145
A,16,Ben Dexter '11 *,Bentley University,158
