Division,Placement,Skipper,Team,Total Score
A,1,Thomas Barrows '10 *,Yale University,37
A,2,Alan Palmer '11,Harvard University,40
A,3,Anne Haeger '12,Boston College,49
A,4,Fred Strammer '11,Brown University,59
A,5,Halsey Richartz '11,University of Pennsylvania,83
A,6,Torey Pellegrini '10 *,Salve Regina University,86
A,7,Massimo Soriano '12,Tufts University,95
A,8,Gary Herring '12,U. S. Merchant Marine Academy,102
A,9,Johnny Norfleet '13,University of Vermont,109
A,10,Krysta Rohde '11,U. S. Coast Guard Academy,116
A,11,Andrew Sommer '13,Massachusetts Institute of Technology,119
A,12,Rebecca Dellenbaugh '10 *,Dartmouth College,119
A,13,Vincent Andrews '11,Cornell University,123
A,14,Brendan Hannon '11,Columbia University,153
A,15,Kelly Cooke '13,Princeton University,156
A,16,Michael Weigand '11,U. S. Military Academy,188
