Division,Placement,Skipper,Team,Total Score
A,1,Tyler Sinks '11,Boston College,85
A,2,Tomas Hornos '10 *,Tufts University,97
A,3,Thomas Barrows '10 *,Yale University,103
A,4,Joshua Leighton '10 *,Massachusetts Institute of Technology,116
A,5,Alan Palmer '11,Harvard University,127
A,6,Jeff Knowles '10 *,Brown University,127
A,7,Clinton Hayes '10 *,University of Vermont,127
A,8,Sam Williams '12,Dartmouth College,142
A,9,Cy Thompson '11,Roger Williams University,146
A,10,Samuel Ingham '11,U. S. Coast Guard Academy,169
A,11,Matt Sterett '10 *,Connecticut College,170
A,12,Torey Pellegrini '10 *,Salve Regina University,176
A,13,Solomon Tarlin '17,Boston University,190
A,14,Ben Quatromoni '10 *,University of Rhode Island,203
A,15,Ian Sutherland '12,Providence College,220
A,16,Alex Takata '12,Bowdoin College,223
A,17,Gregg Griffin '11,University of New Hampshire,240
A,18,Sean Andrew '11,University of Connecticut,246
