Division,Placement,Skipper,Team,Total Score
A,1,Matthew Graham '13,University of Michigan,12
A,2,William Weible '13,Wittenberg University,30
A,3,Sarah Hamm '?? *,Miami University,38
A,4,Anthony Julian '11,Ohio State University,38
A,5,Chris Simon '10 *,John Carroll University,43
A,6,Steven Catlin '11,Marquette University,45
A,7,Madeline Beck '13,Ohio University,51
A,8,Emily Golden '13,University of Notre Dame,60
A,9,Blair Cathcart '10 *,Denison University,62
A,10,Jacob Snyder '13,Penn State University,64
A,11,Justin McMath '11,Northwestern University,85
