Division,Placement,Skipper,Team,Total Score
B,1,Schuyler Hemmerdinger '12,Tulane University,12
B,2,Justin Ogden '10 *,University of Texas,46
B,3,Rachel Ellis '10 *,Southern Methodist University,50
B,4,Sam Vernon '13,Texas A&M University at Galveston,54
B,5,Kerry Pelton '13,Texas A&M University,58
B,6,Benjamin Kennady '13,Texas A&M University at Galveston,62
B,7,Conner Fullerton '12,Texas A&M University,66
B,8,Caleb Cunningham '12,University of Texas,68
B,9,Michael Sager '14,Texas A&M University at Galveston,83
B,10,Nicholas Chong '13,Texas A&M University at Galveston,92
B,11,Patricia Boston '12,Texas A&M University at Galveston,92
