Division,Placement,Skipper,Team,Total Score
B,1,Olivia Crane '15,University of Vermont,48
B,2,Mayumi Roller '13,St. Mary's College of Maryland,65
B,3,Marissa Lihan '14,U. S. Naval Academy,74
B,4,Amanda Taselaar '14,Georgetown University,85
B,5,Emily Billing '13,Yale University,86
B,6,Kayla Gibson '15,College of Charleston,97
B,7,Liana Folger '15,Hobart and William Smith Colleges,116
B,8,Jennifer Borshoff '15,Cornell University,117
B,9,Annie Schmidt '14,Roger Williams University,119
B,10,Amy Baxter '13,Eckerd College,123
B,11,Molly McKinney '14,Stanford University,128
B,12,Hanna Vincent '14,Massachusetts Institute of Technology,132
B,13,Andrea Luna '15,Old Dominion University,135
B,14,Johanna Kincaid '15,Brown University,145
B,15,Colleen Hartman '13,University of South Florida,153
B,16,Kayla Ellis '16,U. S. Coast Guard Academy,153
B,17,Mary Margaret Meehan '15,Columbia University,166
B,18,Emily Oltrogge '15,University of Minnesota,180
B,19,Leslie Poole '16,University of Wisconsin,200
B,20,Madeleine Sims '16,Fordham University,218
