Division,Placement,Skipper,Team,Total Score
A,1,Christopher Stocke '15,University of South Florida,20
A,2,Christopher Banholzer '13,College of Charleston,22
A,3,Wesley Byrne '13,Eckerd College,42
A,4,Max Famiglietti '13,University of Florida,65
A,5,Edwin Strong '15,Clemson University,68
A,6,Ben Jassin '13,University of Miami,74
A,7,Marten Kendrick '15,Georgia Institute of Technology,74
A,8,Roy Ingham '15,Jacksonville University,97
A,9,Benjamin Getchell '16,Rollins College,98
A,10,David Rogers '15,North Carolina State University,114
A,11,Jacqueline Taylor '15,Embry-Riddle University,118
A,12,no show '13 *,University of North Carolina at Wilmington,175
