Division,Placement,Skipper,Team,Total Score
B,1,Stewart Draheim '16,Hobart and William Smith Colleges,15
B,2,Nicholas Wallinder '15,SUNY Maritime College,30
B,3,Madeleine Sims '16,Fordham University,40
B,4,Eleanor Conroy '15,Washington College,44
B,5,Nicholas Pardini '16,Syracuse University,51
B,6,Collin Clark '14,Cornell University,51
B,7,Jakub Tyczynski '15,Drexel University,56
B,8,Padraig Loughlin '15,U. S. Merchant Marine Academy,60
B,9,Benjaim Helfand '16,George Washington University,63
B,10,Peter Webster '16,Rochester Institute of Technology,74
B,11,Sarah Gross '15,Princeton University,91
B,12,Laura Maranto '14,Columbia University,91
B,13,Zachary Kyritsis '14,SUNY Stony Brook,96
B,14,Matthew Pavlos '15,University of Rochester,97
B,15,Dylan Russell '13,U. S. Military Academy,102
B,16,Peter Lander '15,Bucknell University,127
