Division,Placement,Skipper,Team,Total Score
A,1,Claire Dennis '13,Yale University,51
A,2,Natalie Salk '13,Tufts University,55
A,3,Annie Schmidt '14,Roger Williams University,76
A,4,Sky Adams '14,Brown University,83
A,5,Chandler Salisbury '13,Dartmouth College,83
A,6,Chanel Miller '14,University of Rhode Island,85
A,7,Morgan Russom '14,Harvard University,85
A,8,Carolyn Naughton '14,Boston College,90
A,9,Megan Yeigh '16,University of Vermont,91
A,10,Elise Gehling '17,Northeastern University,99
A,11,Elizabeth Glivinski '14,Boston University,105
A,12,Laura Dunphy '15,Massachusetts Institute of Technology,110
A,13,Sarah Fiske '13,Bowdoin College,129
A,14,Alexandra Romagnoli '15,Connecticut College,148
A,15,Hillary Paulsen '13,Cornell University,171
A,16,Catherine Thies '16,Columbia University,176
A,17,Sarah Ertle '16,Wellesley College,234
