Division,Placement,Skipper,Team,Total Score
A,1,Jack Swikart '15,University of Pennsylvania,10
A,2,Zachary Schippe '14,Ocean County College,27
A,3,Harmen Rockler '13,Syracuse University,39
A,4,Jakub Tyczynski '15,Drexel University,42
A,5,Courtney Williams '14,Rutgers University,51
A,6,Bryan Whittington '13,University of Delaware,57
A,7,Erin Kemp '16,University of Maryland,60
