Division,Placement,Skipper,Team,Total Score
B,1,Michael Lee '14,University of Wisconsin,4
B,2,Molly Sitter '15,University of Wisconsin,15
B,3,Autumn Morden '15,University of Wisconsin Milwaukee,16
B,4,Kerry McLaughlin '14,Northern Michigan University,17
B,5,Vytenis Karaitis '14,Western Michigan University,22
B,6,Davis Dolson '14,Marquette University,22
B,7,Caroline Darin '14,Northwestern University,26
B,8,Sarah Ellis '14,University of Minnesota,36
B,9,Tyler Albert '14,University of Illinois - Chicago,40
B,10,Hannah Noll '16,University of Wisconsin Milwaukee,42
B,11,Rachelle Koch '16,University of Chicago,42
B,12,Benjamin Reiland '15,University of Wisconsin,50
