Division,Placement,Skipper,Team,Total Score
A,1,Robert Berry '13,University of Victoria,12
A,2,Paul Foley '15,Western Washington University,18
A,3,Geoff Abel '14,University of Victoria,19
A,4,Debbi Kenote '13,Western Washington University,21
A,5,David Berry '16,University of Victoria,25
A,6,Hans Vroege '16,University of Puget Sound,25
A,7,Neil Roberts '16,University of British Columbia,30
A,8,Casey Pruitt '13,Western Washington University,31
A,9,Peter McGrath '13,Western Washington University,32
A,10,Samantha Palmer '14,University of Victoria,40
A,11,Elisha Allen '13,University of British Columbia,42
A,12,Alex Dodd '13,University of British Columbia,44
A,13,Brock Poesiat '16,University of Victoria,44
A,14,Christopher Eichar '16,University of Puget Sound,58
A,15,Jean Sautter '18,University of British Columbia,64
