Division,Placement,Skipper,Team,Total Score
A,1,Dan Nickerson '15,Tufts University,20
A,2,Brendan Cook '16,Boston University,51
A,3,Genevieve Marquardt '15,Salve Regina University,53
A,4,Emmett Weeks '14,Brown University,54
A,5,Tristan Janowicz '16,Providence College,60
A,6,Andrew Morgan '15,Massachusetts Maritime Academy,60
A,7,Matteo Alampi '17,Northeastern University,81
A,8,Zachary O'Brien '13,University of Rhode Island,88
A,9,Zach Shapiro '15,Northeastern University,98
A,10,Charles Cahill '15,Massachusetts Maritime Academy,115
A,11,Dustin Hofer '14,Maine Maritime Academy,127
A,12,Maggie McDonald '14,University of Massachusetts at Dartmouth,136
