Division,Placement,Skipper,Team,Total Score
B,1,Mateo Vargas '14,Stanford University,17
B,2,Mark Ryan '15,California State University Long Beach,44
B,3,Madeline Kennedy '14,University of Hawaii,50
B,4,Ginger Luckey '16,University of California at Santa Barbara,53
B,5,Francesca Cappellini '16,Santa Clara University,57
B,6,Samuel Heller '15,University of California at Irvine,68
B,7,Eric Alamillo '13,University of California at San Diego,69
B,8,Matthew Van Rensselaer '13,California Maritime Academy,76
B,9,Joshua Goldberg '14,University of California at Berkeley,94
B,10,John Coakley '16,University of Southern California,104
B,11,Gabriel Monti '15,University of California at Los Angeles,112
B,12,Mark Hurdle '13,California State University Monterey Bay,115
