Division,Placement,Skipper,Team,Total Score
A,1,Cougars,College of Charleston,173
A,2,49ers,California State University Long Beach,240
A,3,Hurricanes,University of Miami,261
A,4,Eagles,Boston College,266
A,5,Tritons,Eckerd College,307
A,6,Seahawks,Salve Regina University,318
A,7,Gauchos,University of California at Santa Barbara,394
A,8,Minnesota Women,University of Minnesota,540
A,9,Green Wave,Tulane University,582
