Division,Placement,Skipper,Team,Total Score
A,1,Kieran Chung '15,Stanford University,38
A,2,Karl Haelsig '14,University of Washington,45
A,3,Shane Young '14,California State University Long Beach,52
A,4,Cameron Hutcheson '14,University of Southern California,55
A,5,Wesley Byrne '13,Eckerd College,58
A,6,Lily Grimshaw '15,University of Washington,79
A,7,Cameron Walsh '13,University of California at Santa Barbara,83
A,8,Lindsay Grove '13,Santa Clara University,85
A,9,Brian Hoover '12,University of California at Irvine,87
A,10,Travis Benton '14,University of California at Berkeley,104
A,11,Brian Hickman '15,Oregon State University,113
A,12,Matthew Van Rensselaer '13,California Maritime Academy,116
A,13,John Olson '14,University of California at San Diego,121
A,14,Madeline Kennedy '14,University of Hawaii,142
A,15,Hans Vroege '16,University of Puget Sound,143
A,16,Adam Pokras '14,University of Hawaii,144
A,17,Emelia Pelliccio '13,University of California at Los Angeles,149
A,18,Debbi Kenote '13,Western Washington University,151
A,19,Hanna Miller '15,California State University Monterey Bay,152
A,20,Christian Caldwell '13,University of Colorado at Boulder,157
A,21,Tommy Pastalka '13,University of California at Santa Cruz,158
A,22,Casey Pruitt '13,Western Washington University,164
A,23,Ellen Nielsen '15,University of Texas,166
A,24,Eliza Pearce '15,University of Oregon,180
A,25,Johan Jorna '14,Portland State University,206
A,26,Ryan Fritsen '14,University of Oregon,230
A,27,William Emberley '16,University of California at Davis,252
