Division,Placement,Skipper,Team,Total Score
B,1,none,University of Washington,7
B,2,none,Oregon State University,33
B,3,none,University of Victoria,49
B,4,none,ICSA-BUSA Participants,53
B,5,none,Western Washington University,57
B,6,none,Western Washington University,61
B,7,none,University of California at Davis,62
B,8,none,ICSA-BUSA Participants,68
B,9,none,University of Washington,69
B,10,none,ICSA-BUSA Participants,75
B,11,none,Western Washington University,76
B,12,none,ICSA-BUSA Participants,81
B,13,none,University of Oregon,85
B,14,none,University of Oregon,93
B,15,none,Portland State University,105
B,16,none,Western Washington University,108
B,17,none,Western Washington University,109
B,18,none,University of British Columbia,115
B,19,none,Western Washington University,116
B,20,none,ICSA-BUSA Participants,119
B,21,none,University of British Columbia,131
B,22,none,Oregon State University,133
B,23,none,University of Puget Sound,141
B,24,none,University of Puget Sound,164
