Division,Placement,Skipper,Team,Total Score
B,1,Samuel Patterson '16,University of Virginia,32
B,2,Richard Ross '16,Christopher Newport University,35
B,3,Jack Swikart '15,University of Pennsylvania,38
B,4,Maria Sinagra '16,George Washington University,42
B,5,Scott Guinn '15,William and Mary,59
B,6,Brogan Savage '15,Monmouth University,72
B,7,Catherine Thies '16,Columbia University,72
B,8,Nicholas Rinaldi '14,Ocean County College,97
B,9,Jela-Ni McCarthy '16,Hampton University,110
B,10,William Joumas '15,Villanova University,112
B,11,Jackson Dunitz '16,University of Maryland,128
B,12,none,Salisbury University,129
B,13,Christopher Cormier '13,University of Maryland/Baltimore County,137
B,14,Zachary Kyritsis '14,SUNY Stony Brook,141
B,15,MaryEllen Markuske '15,St. John's College,151
B,16,Kris Rodriguez '15,Virginia Tech,158
