Division,Placement,Skipper,Team,Total Score
A,1,Big Green,Dartmouth College,118
A,2,Jumbos,Tufts University,139
A,3,Eagles,Boston College,142
A,4,Crimson,Harvard University,182
A,5,Hawks,Roger Williams University,222
A,6,Wildcats,University of New Hampshire,303
A,7,UMass Dartmouth,University of Massachusetts Dartmouth,369
