Division,Placement,Skipper,Team,Total Score
A,1,Jake Reynolds '16,College of Charleston,27
A,2,Michael Ramming '13,College of Charleston,27
A,3,Mary Hall '15,U. S. Naval Academy,49
A,4,George Kutschenreuter '15,University of Wisconsin,51
A,5,Zach Runci '13,Old Dominion University,59
A,6,Kyle Carney '13,Salve Regina University,64
A,7,Carolyn Ortel '14,Stanford University,66
A,8,Ian Stokes '16,University of California at Santa Barbara,66
A,9,Kaye Siemers '13,Eckerd College,68
A,10,Chris Aitken '15,Providence College,70
A,11,Dylan Finneran '15,U. S. Coast Guard Academy,76
A,12,Michael Schalka '13,Georgetown University,79
A,13,John McGlynn '13,Wesleyan University,85
A,14,Ben Buhl '16,Christopher Newport University,92
A,15,Ian Connors '13,George Washington University,108
A,16,Paul Perry '15,University of South Florida,108
A,17,Samuel Duckworth '13,Clemson University,144
A,18,John Reddaway '15,Georgia Institute of Technology,152
