Division,Placement,Skipper,Team,Total Score
A,1,Margaret Bacon '14,Tufts University,14
A,2,Amanda Sommi '16,Tufts University,14
A,3,Kate Levinson '15,Tufts University,15
A,4,Alejandro Bancalari '13,Boston University,17
A,5,Jacob Hardy '13,Brandeis University,18
A,6,Ann Sager '13,University of New Hampshire,30
A,7,Sarah Ertle '16,Wellesley College,30
A,8,Kate Shaner '16,Tufts University,32
A,9,Will Humphrey '14,University of New Hampshire,36
A,10,Jared Dunn '13,Brandeis University,37
A,11,Lisa Archibald '16,Massachusetts Institute of Technology,43
A,12,Jamila Smith-Dell '16,Massachusetts Institute of Technology,46
A,13,Jeremy Kalas '16,Massachusetts Institute of Technology,49
A,14,David Perez '15,Massachusetts Institute of Technology,49
A,15,Matthew Vernacchia '15,Massachusetts Institute of Technology,56
A,16,Sarah Mountjoy '14,Massachusetts Institute of Technology,60
