Division,Placement,Skipper,Team,Total Score
A,1,Hunter Johnstone '16,Dartmouth College,6
A,2,Alejandro Bancalari '13,Boston University,18
A,3,Thomas Gallagher '16,Dartmouth College,18
A,4,Ann Sager '13 *,University of New Hampshire,25
A,5,Nicholas Dragone '14,Middlebury College,35
A,6,Priscilla Stoll '15,Massachusetts Maritime Academy,40
A,7,Winsor Williams '13,Johnson and Wales University,45
A,8,Joshua Revkin '13,Williams College,48
A,9,Kelley Haverstock '14 *,Wellesley College,52
A,10,Chase Hochman '14,Wesleyan University,55
A,11,Elaine Maskus '15,Wesleyan University,55
