Division,Placement,Skipper,Team,Total Score
B,1,Thomas Galster '15,St. Mary's College of Maryland,30
B,2,Jack Swikart '15,University of Pennsylvania,33
B,3,Charles Peck '15,U. S. Naval Academy,36
B,4,Richard Ross '16,Christopher Newport University,65
B,5,Irene Jacqz '13,Columbia University,66
B,6,James Gardner '16,U. S. Merchant Marine Academy,75
B,7,Jacob Spracher '15,Old Dominion University,75
B,8,Hannah McNomee '16,George Washington University,90
B,9,Scott Guinn '15,William and Mary,117
B,10,Cem Ayanoglu '15,University of Buffalo,121
B,11,Stephen Ciccariello '13,Drexel University,134
B,12,Harmen Rockler '13,Syracuse University,143
B,13,Elizabeth Sipp '16,Princeton University,144
B,14,Jela-Ni McCarthy '16,Hampton University,168
B,15,Brandon Gotwalt '15,University of Maryland,172
B,16,Michael Keane '13,University of Virginia,182
B,17,Christopher Cormier '13,University of Maryland/Baltimore County,189
