Division,Placement,Skipper,Team,Total Score
B,1,Patrick Penwell '16,University of Rhode Island,4
B,2,Nathan Allman '16,Brown University,11
B,3,Ryan Morrison '14,Boston College,11
B,4,Pierce Conlin '15,Salve Regina University,17
B,5,Jackson Chabot '14,Boston University,17
B,6,Victoria McGruer '17,Northeastern University,19
B,7,Minot Frye '16,Northeastern University,19
B,8,Zachary Foreman '13,Yale University,21
B,9,Cali Warner '16,Massachusetts Institute of Technology,28
B,10,Earl Lin '15,Wesleyan University,37
B,11,Katlyn Flynn '15,Bates College,39
B,12,Cassidy Morrison '16,Holy Cross College,42
B,13,Ted Gettinger '15,University of New Hampshire,42
