Division,Placement,Skipper,Team,Total Score
A,1,Mary Hall '15,U. S. Naval Academy,40
A,2,Nancy Hagood '14,Georgetown University,49
A,3,Kayla McComb '13,St. Mary's College of Maryland,52
A,4,Lauren Turner '13,Cornell University,63
A,5,Arielle DeLisser '14,Hobart and William Smith Colleges,63
A,6,Maria Sinagra '16,George Washington University,70
A,7,Corina Radtke '14,Old Dominion University,77
A,8,Irene Jacqz '13,Columbia University,81
A,9,Mia Cooper '14,Fordham University,88
A,10,Giuditta Di Laghi '16,Hampton University,94
A,11,Annie Eckmann '14,Christopher Newport University,130
A,12,Derrill Hagood '13,William and Mary,132
