Division,Placement,Skipper,Team,Total Score
A,1,Charles Nunn '16,University of Rhode Island,4
A,2,Eric Anderson '16,Yale University,7
A,3,William Livernois '16,Massachusetts Institute of Technology,11
A,4,Alejandro Bancalari '13,Boston University,12
A,5,Timothy Harding '15,Brown University,13
A,6,Marcos Darcy '16,Boston College,19
A,7,Matteo Alampi '17,Northeastern University,21
A,8,Becker Awqatty '14,Northeastern University,23
A,9,Rachel Pedersen '14,Bates College,29
A,10,Joe Dalton '15,Holy Cross College,31
A,11,Lewis Fowler-Gerace '15,Wesleyan University,35
A,12,Connor Roelke '15,University of New Hampshire,40
A,13,Mary Clawson '15,Salve Regina University,42
