Division,Placement,Skipper,Team,Total Score
B,1,Christopher Segerblom '14,Yale University,59
B,2,Peter Miller '13,Connecticut College,101
B,3,Andrew Mollerus '16,Harvard University,110
B,4,Kaylee Schwitzer '15,Bowdoin College,111
B,5,Jack Swikart '15,University of Pennsylvania,125
B,6,Charles Proctor '14,Tufts University,127
B,7,Don Hause III '14,St. Mary's College of Maryland,137
B,8,Colin MURPHY '15,Dartmouth College,140
B,9,Michael Saldi '15,Boston University,151
B,10,Kayla Ellis '16,U. S. Coast Guard Academy,159
B,11,Killian Corbishley '14,U. S. Naval Academy,160
B,12,Robert Lippincott '14,Salve Regina University,176
B,13,Quinn Howes '16,Cornell University,184
B,14,Jay Spector '16,George Washington University,219
B,15,James Gardner '16,U. S. Merchant Marine Academy,242
B,16,William Joumas '15,Villanova University,282
B,17,Laura Maranto '14,Columbia University,302
B,18,Andrew DaPonte '14,Stevens Institute of Technology,311
B,19,Blair Stewart '15,U. S. Military Academy,339
