Division,Placement,Skipper,Team,Total Score
B,1,Robert Lippincott '14,Salve Regina University,48
B,2,Mark Ryan '15,California State University Long Beach,54
B,3,Hanne Nagatani '13,University of Hawaii,61
B,4,Mitchell Icard '13,University of Hawaii,67
B,5,Christopher Jensen '14,Salve Regina University,77
B,6,Matt Wenner '12,University of Hawaii,78
B,7,Samuel Heller '15,University of California at Irvine,82
B,8,Kris Thompson '16,University of Washington,101
B,9,Tokuda Shuichi '13 *,Hosei University,121
B,10,Burke Oklariski '13 *,Western Washington University,135
B,11,Christopher Keefe '14,University of California at San Diego,138
B,12,Cecilia Jansson '15,University of Hawaii,161
B,13,Dylan Skeffington '14,University of California at Berkeley,175
B,14,Jeffrey Tedmori '15,California State University Channel Islands,176
