Division,Placement,Skipper,Team,Total Score
B,1,Hans Henken '15,Stanford University,30
B,2,Cobi Allen '16,University of California at Santa Barbara,43
B,3,Zachary Forcade '13,University of Washington,50
B,4,Mark Ryan '15,California State University Long Beach,61
B,5,Tony Collins '15,Eckerd College,65
B,6,Andrew Lamb '14,California Maritime Academy,67
B,7,Samuel Heller '15,University of California at Irvine,71
B,8,Alyce Flanagan '13,University of Washington,98
B,9,Austin Sandifer '16,Oregon State University,101
B,10,Thomas Settle '15,University of Texas,114
B,11,Joshua Goldberg '14,University of California at Berkeley,116
B,12,Alex Waldron '13,Western Washington University,119
B,13,Francesca Cappellini '16,Santa Clara University,119
B,14,Hanne Nagatani '13,University of Hawaii,123
B,15,Nicolas Delfino '16,University of California at San Diego,132
B,16,Nora Brackbill '13,University of California at Los Angeles,133
B,17,John Coakley '16,University of Southern California,133
B,18,Mitchell Icard '13,University of Hawaii,138
B,19,Angela Gossom '13,Western Washington University,143
B,20,Mark Hurdle '13,California State University Monterey Bay,162
B,21,Brianne Busey '14,Portland State University,169
B,22,Kaili Swetland '14,University of Oregon,175
B,23,Charles Shoemaker '16,University of Oregon,179
B,24,Michael Reams '13,University of Colorado at Boulder,206
B,25,Kyle Kubler '13,University of Puget Sound,238
B,26,Desmond Krueger '14,University of California at Davis,252
B,27,Conrad Esch '17,University of California at Santa Cruz,252
