Division,Placement,Skipper,Team,Total Score
B,1,Drake Lundeen '14,University of Minnesota,13
B,2,Phillip Morley '13,University of Wisconsin,17
B,3,Jessie Olson '15,University of Minnesota,18
B,4,Laura Wefer '16,University of Wisconsin,32
B,5,Melinda Lee '16,University of Illinois,35
B,6,Ian Walter '16,University of Wisconsin,39
B,7,Ellen Dubois '14,University of Michigan,40
B,8,Meghan Bouman '15,Marquette University,45
B,9,C Jones '14,Northwestern University,53
B,10,Autumn Morden '15,University of Wisconsin Milwaukee,56
B,11,Harrison Faust '16,University of Wisconsin,67
B,12,Rebecca Jegier '15,University of Notre Dame,78
B,13,David Mirkhaef '15,Purdue University,85
B,14,Katy Carlyle '15,University of Chicago,89
B,15,Andrew Roth '15,University of Michigan,93
B,16,Edward Zelenak '15,University of Michigan,98
B,17,Theodore Retzloff '15,Carleton College,112
